时间,开盘,收盘,最高,最低,成交量,成交额,均价
2025-04-16 10:26:00,0.0,10.45,10.46,10.44,4508,4711351.0,10.401
2025-04-16 10:27:00,0.0,10.43,10.45,10.43,2106,2198952.0,10.402
2025-04-16 10:28:00,0.0,10.44,10.45,10.43,1010,1054473.0,10.402
2025-04-16 10:29:00,0.0,10.44,10.45,10.44,2885,3012564.0,10.403
2025-04-16 10:30:00,0.0,10.43,10.44,10.43,2132,2225772.0,10.403
2025-04-16 10:31:00,0.0,10.44,10.45,10.43,4247,4437246.0,10.404
2025-04-16 10:32:00,0.0,10.45,10.45,10.44,1187,1240044.0,10.405
2025-04-16 10:33:00,0.0,10.45,10.47,10.45,3738,3911019.0,10.406
2025-04-16 10:34:00,0.0,10.45,10.47,10.45,1752,1832619.0,10.406
2025-04-16 10:35:00,0.0,10.47,10.47,10.45,845,884315.0,10.407
2025-04-16 10:36:00,0.0,10.47,10.47,10.46,3018,3159279.0,10.408
2025-04-16 10:37:00,0.0,10.46,10.48,10.46,1111,1162933.0,10.408
2025-04-16 10:38:00,0.0,10.47,10.47,10.46,1576,1649477.0,10.409
2025-04-16 10:39:00,0.0,10.46,10.47,10.46,914,956515.0,10.409
2025-04-16 10:40:00,0.0,10.46,10.47,10.46,751,785941.0,10.409
2025-04-16 10:41:00,0.0,10.46,10.47,10.46,1172,1226544.0,10.41
2025-04-16 10:42:00,0.0,10.46,10.47,10.46,770,805736.0,10.41
2025-04-16 10:43:00,0.0,10.46,10.47,10.46,1098,1149140.0,10.41
2025-04-16 10:44:00,0.0,10.46,10.47,10.46,2028,2122758.0,10.411
2025-04-16 10:45:00,0.0,10.47,10.47,10.45,2344,2451976.0,10.412
2025-04-16 10:46:00,0.0,10.47,10.48,10.46,4447,4656062.0,10.413
2025-04-16 10:47:00,0.0,10.47,10.48,10.46,2053,2149440.0,10.414
2025-04-16 10:48:00,0.0,10.45,10.46,10.45,1876,1961612.0,10.414
2025-04-16 10:49:00,0.0,10.45,10.46,10.45,1201,1255342.0,10.414
2025-04-16 10:50:00,0.0,10.45,10.46,10.45,1053,1100763.0,10.415
2025-04-16 10:51:00,0.0,10.46,10.47,10.45,3944,4125799.0,10.416
2025-04-16 10:52:00,0.0,10.45,10.46,10.45,2500,2614508.0,10.416
2025-04-16 10:53:00,0.0,10.45,10.47,10.45,4901,5126728.0,10.417
2025-04-16 10:54:00,0.0,10.45,10.47,10.45,1930,2018526.0,10.418
2025-04-16 10:55:00,0.0,10.47,10.48,10.46,5189,5431436.0,10.419
2025-04-16 10:56:00,0.0,10.47,10.49,10.47,5204,5453347.0,10.42
2025-04-16 10:57:00,0.0,10.48,10.48,10.47,876,917659.0,10.42
2025-04-16 10:58:00,0.0,10.49,10.49,10.47,2757,2889522.0,10.421
2025-04-16 10:59:00,0.0,10.48,10.5,10.48,5803,6086628.0,10.423
2025-04-16 11:00:00,0.0,10.49,10.49,10.47,3366,3527566.0,10.424
2025-04-16 11:01:00,0.0,10.48,10.49,10.48,1413,1481489.0,10.424
2025-04-16 11:02:00,0.0,10.47,10.5,10.47,11086,11624382.0,10.427
2025-04-16 11:03:00,0.0,10.47,10.48,10.47,4021,4212503.0,10.428
2025-04-16 11:04:00,0.0,10.49,10.49,10.46,6152,6442743.0,10.429
2025-04-16 11:05:00,0.0,10.48,10.49,10.48,1815,1902361.0,10.429
2025-04-16 11:06:00,0.0,10.48,10.49,10.48,1030,1079702.0,10.43
2025-04-16 11:07:00,0.0,10.48,10.49,10.48,5643,5917665.0,10.431
2025-04-16 11:08:00,0.0,10.48,10.49,10.47,2380,2494153.0,10.431
2025-04-16 11:09:00,0.0,10.48,10.49,10.47,2023,2120717.0,10.432
2025-04-16 11:10:00,0.0,10.5,10.5,10.48,5901,6189879.0,10.433
2025-04-16 11:11:00,0.0,10.49,10.5,10.49,1473,1546000.0,10.433
2025-04-16 11:12:00,0.0,10.5,10.5,10.49,1478,1551123.0,10.434
2025-04-16 11:13:00,0.0,10.5,10.5,10.49,1707,1791313.0,10.434
2025-04-16 11:14:00,0.0,10.49,10.5,10.49,2186,2293912.0,10.435
2025-04-16 11:15:00,0.0,10.49,10.5,10.49,1515,1589792.0,10.435
2025-04-16 11:16:00,0.0,10.49,10.5,10.49,1583,1661356.0,10.435
2025-04-16 11:17:00,0.0,10.48,10.5,10.47,3649,3825299.0,10.436
2025-04-16 11:18:00,0.0,10.48,10.48,10.46,4064,4255055.0,10.436
2025-04-16 11:19:00,0.0,10.47,10.48,10.47,1400,1466495.0,10.437
2025-04-16 11:20:00,0.0,10.47,10.48,10.47,1472,1542272.0,10.437
2025-04-16 11:21:00,0.0,10.47,10.48,10.47,2177,2280304.0,10.437
2025-04-16 11:22:00,0.0,10.49,10.49,10.47,2153,2255397.0,10.437
2025-04-16 11:23:00,0.0,10.49,10.49,10.47,1515,1588473.0,10.438
2025-04-16 11:24:00,0.0,10.48,10.5,10.48,4756,4990178.0,10.438
2025-04-16 11:25:00,0.0,10.49,10.5,10.48,5707,5991001.0,10.44
2025-04-16 11:26:00,0.0,10.5,10.5,10.49,2194,2302772.0,10.44
2025-04-16 11:27:00,0.0,10.5,10.5,10.48,4970,5214222.0,10.441
2025-04-16 11:28:00,0.0,10.49,10.51,10.49,6741,7073618.0,10.442
2025-04-16 11:29:00,0.0,10.48,10.5,10.48,1749,1834445.0,10.442
2025-04-16 11:30:00,0.0,10.49,10.49,10.48,1059,1110373.0,10.442
2025-04-16 13:01:00,0.0,10.48,10.48,10.45,5444,5698170.0,10.443
2025-04-16 13:02:00,0.0,10.47,10.49,10.46,6566,6877814.0,10.443
2025-04-16 13:03:00,0.0,10.47,10.48,10.47,2152,2253712.0,10.443
2025-04-16 13:04:00,0.0,10.46,10.48,10.46,3130,3277023.0,10.444
2025-04-16 13:05:00,0.0,10.46,10.47,10.46,1135,1187602.0,10.444
2025-04-16 13:06:00,0.0,10.46,10.47,10.46,1314,1375302.0,10.444
2025-04-16 13:07:00,0.0,10.47,10.48,10.47,2899,3036616.0,10.444
2025-04-16 13:08:00,0.0,10.47,10.48,10.47,2841,2976513.0,10.444
2025-04-16 13:09:00,0.0,10.48,10.49,10.47,1775,1859844.0,10.445
2025-04-16 13:10:00,0.0,10.47,10.48,10.47,1817,1903249.0,10.445
2025-04-16 13:11:00,0.0,10.47,10.48,10.47,1535,1607771.0,10.445
2025-04-16 13:12:00,0.0,10.48,10.48,10.47,1548,1621592.0,10.445
2025-04-16 13:13:00,0.0,10.49,10.49,10.47,1371,1437503.0,10.445
2025-04-16 13:14:00,0.0,10.49,10.5,10.48,2815,2953565.0,10.446
2025-04-16 13:15:00,0.0,10.49,10.5,10.49,2201,2309886.0,10.446
2025-04-16 13:16:00,0.0,10.49,10.5,10.49,1288,1351495.0,10.446
2025-04-16 13:17:00,0.0,10.5,10.51,10.49,5018,5268293.0,10.447
2025-04-16 13:18:00,0.0,10.5,10.51,10.5,1321,1387827.0,10.447
2025-04-16 13:19:00,0.0,10.5,10.51,10.5,1462,1535812.0,10.447
2025-04-16 13:20:00,0.0,10.5,10.51,10.5,3287,3451212.0,10.448
2025-04-16 13:21:00,0.0,10.49,10.5,10.49,2410,2529212.0,10.448
2025-04-16 13:22:00,0.0,10.49,10.5,10.49,1184,1242590.0,10.448
2025-04-16 13:23:00,0.0,10.48,10.5,10.48,2477,2597814.0,10.448
2025-04-16 13:24:00,0.0,10.48,10.49,10.48,1530,1604316.0,10.449
2025-04-16 13:25:00,0.0,10.48,10.49,10.48,1891,1982621.0,10.449
2025-04-16 13:26:00,0.0,10.47,10.49,10.47,1882,1972215.0,10.449
2025-04-16 13:27:00,0.0,10.47,10.48,10.47,2605,2727948.0,10.449
2025-04-16 13:28:00,0.0,10.45,10.47,10.45,1104,1155345.0,10.449
2025-04-16 13:29:00,0.0,10.45,10.46,10.45,683,713797.0,10.449
2025-04-16 13:30:00,0.0,10.46,10.46,10.44,1028,1074243.0,10.449
2025-04-16 13:31:00,0.0,10.45,10.46,10.44,1247,1303108.0,10.449
2025-04-16 13:32:00,0.0,10.44,10.45,10.44,1021,1066211.0,10.449
2025-04-16 13:33:00,0.0,10.45,10.46,10.44,2497,2608821.0,10.449
2025-04-16 13:34:00,0.0,10.46,10.46,10.45,1607,1679905.0,10.449
2025-04-16 13:35:00,0.0,10.46,10.47,10.45,1946,2036021.0,10.449
2025-04-16 13:36:00,0.0,10.47,10.48,10.47,1754,1837319.0,10.449
2025-04-16 13:37:00,0.0,10.48,10.49,10.47,2393,2507929.0,10.449
2025-04-16 13:38:00,0.0,10.49,10.49,10.48,1673,1754185.0,10.45
2025-04-16 13:39:00,0.0,10.49,10.49,10.48,2859,2998737.0,10.45
2025-04-16 13:40:00,0.0,10.5,10.5,10.49,1572,1649930.0,10.45
2025-04-16 13:41:00,0.0,10.5,10.5,10.49,2094,2198141.0,10.45
2025-04-16 13:42:00,0.0,10.49,10.5,10.49,1992,2091333.0,10.45
2025-04-16 13:43:00,0.0,10.5,10.5,10.49,3314,3479035.0,10.451
2025-04-16 13:44:00,0.0,10.5,10.51,10.5,1522,1598894.0,10.451
2025-04-16 13:45:00,0.0,10.5,10.51,10.49,4012,4213148.0,10.452
2025-04-16 13:46:00,0.0,10.51,10.51,10.5,1978,2078654.0,10.452
2025-04-16 13:47:00,0.0,10.51,10.51,10.5,1987,2088055.0,10.452
2025-04-16 13:48:00,0.0,10.52,10.52,10.51,2913,3062558.0,10.452
2025-04-16 13:49:00,0.0,10.51,10.52,10.51,2614,2749110.0,10.453
2025-04-16 13:50:00,0.0,10.52,10.52,10.51,2643,2779378.0,10.453
2025-04-16 13:51:00,0.0,10.52,10.53,10.51,4505,4739203.0,10.454
2025-04-16 13:52:00,0.0,10.53,10.53,10.52,1907,2007855.0,10.454
2025-04-16 13:53:00,0.0,10.52,10.53,10.52,3552,3738789.0,10.455
2025-04-16 13:54:00,0.0,10.53,10.53,10.52,2861,3011982.0,10.455
2025-04-16 13:55:00,0.0,10.53,10.53,10.52,2577,2713288.0,10.456
2025-04-16 13:56:00,0.0,10.52,10.53,10.52,2019,2125670.0,10.456
2025-04-16 13:57:00,0.0,10.53,10.53,10.52,2358,2482815.0,10.456
2025-04-16 13:58:00,0.0,10.52,10.53,10.52,3850,4051696.0,10.457
2025-04-16 13:59:00,0.0,10.52,10.53,10.52,2122,2234247.0,10.457
2025-04-16 14:00:00,0.0,10.52,10.53,10.52,2361,2484884.0,10.458
2025-04-16 14:01:00,0.0,10.51,10.53,10.51,3756,3949738.0,10.458
2025-04-16 14:02:00,0.0,10.52,10.52,10.5,3801,3996860.0,10.459
2025-04-16 14:03:00,0.0,10.51,10.52,10.51,1439,1512725.0,10.459
2025-04-16 14:04:00,0.0,10.5,10.51,10.5,398,418141.0,10.459
2025-04-16 14:05:00,0.0,10.5,10.51,10.5,1058,1111540.0,10.459
2025-04-16 14:06:00,0.0,10.5,10.51,10.49,2838,2979974.0,10.459
2025-04-16 14:07:00,0.0,10.5,10.51,10.5,934,980815.0,10.459
2025-04-16 14:08:00,0.0,10.51,10.51,10.5,868,911501.0,10.459
2025-04-16 14:09:00,0.0,10.52,10.52,10.5,3211,3374822.0,10.46
2025-04-16 14:10:00,0.0,10.51,10.52,10.51,964,1013884.0,10.46
2025-04-16 14:11:00,0.0,10.51,10.52,10.51,981,1031445.0,10.46
2025-04-16 14:12:00,0.0,10.51,10.52,10.51,1958,2058743.0,10.46
2025-04-16 14:13:00,0.0,10.51,10.52,10.51,2372,2493971.0,10.46
2025-04-16 14:14:00,0.0,10.51,10.52,10.51,1764,1854086.0,10.461
2025-04-16 14:15:00,0.0,10.51,10.52,10.51,1081,1135829.0,10.461
2025-04-16 14:16:00,0.0,10.52,10.53,10.51,4638,4879834.0,10.461
2025-04-16 14:17:00,0.0,10.52,10.53,10.52,1360,1431455.0,10.461
2025-04-16 14:18:00,0.0,10.53,10.53,10.52,1323,1392629.0,10.462
2025-04-16 14:19:00,0.0,10.52,10.53,10.52,1824,1919886.0,10.462
2025-04-16 14:20:00,0.0,10.52,10.53,10.52,3099,3260409.0,10.462
2025-04-16 14:21:00,0.0,10.51,10.53,10.51,2189,2302496.0,10.462
2025-04-16 14:22:00,0.0,10.52,10.52,10.51,762,801221.0,10.463
2025-04-16 14:23:00,0.0,10.51,10.52,10.51,1999,2102124.0,10.463
2025-04-16 14:24:00,0.0,10.52,10.52,10.51,987,1037635.0,10.463
2025-04-16 14:25:00,0.0,10.52,10.52,10.51,5678,5967933.0,10.463
2025-04-16 14:26:00,0.0,10.51,10.51,10.51,1150,1208849.0,10.464
2025-04-16 14:27:00,0.0,10.51,10.52,10.51,2001,2103360.0,10.464
2025-04-16 14:28:00,0.0,10.5,10.52,10.5,4487,4715925.0,10.464
2025-04-16 14:29:00,0.0,10.5,10.51,10.5,1066,1120080.0,10.464
2025-04-16 14:30:00,0.0,10.5,10.51,10.5,1712,1798400.0,10.464
2025-04-16 14:31:00,0.0,10.5,10.51,10.5,2009,2109878.0,10.464
2025-04-16 14:32:00,0.0,10.5,10.51,10.5,1913,2009665.0,10.465
2025-04-16 14:33:00,0.0,10.5,10.51,10.5,1671,1754664.0,10.465
2025-04-16 14:34:00,0.0,10.53,10.53,10.5,7199,7572352.0,10.465
2025-04-16 14:35:00,0.0,10.52,10.53,10.51,4590,4829247.0,10.466
2025-04-16 14:36:00,0.0,10.51,10.52,10.51,4019,4226410.0,10.466
2025-04-16 14:37:00,0.0,10.51,10.51,10.5,1740,1828239.0,10.466
2025-04-16 14:38:00,0.0,10.52,10.52,10.5,3136,3296924.0,10.467
2025-04-16 14:39:00,0.0,10.52,10.53,10.52,3741,3936678.0,10.467
2025-04-16 14:40:00,0.0,10.51,10.52,10.51,3246,3414583.0,10.467
2025-04-16 14:41:00,0.0,10.52,10.52,10.51,2481,2608855.0,10.468
2025-04-16 14:42:00,0.0,10.54,10.54,10.51,8556,9008889.0,10.469
2025-04-16 14:43:00,0.0,10.54,10.54,10.52,6955,7324193.0,10.469
2025-04-16 14:44:00,0.0,10.53,10.54,10.52,4236,4461555.0,10.47
2025-04-16 14:45:00,0.0,10.54,10.54,10.52,5758,6066503.0,10.47
2025-04-16 14:46:00,0.0,10.54,10.54,10.53,8210,8652153.0,10.471
2025-04-16 14:47:00,0.0,10.54,10.55,10.53,7532,7939729.0,10.472
2025-04-16 14:48:00,0.0,10.55,10.55,10.53,8955,9443776.0,10.473
2025-04-16 14:49:00,0.0,10.56,10.56,10.54,9049,9548135.0,10.474
2025-04-16 14:50:00,0.0,10.57,10.57,10.53,9858,10405109.0,10.476
2025-04-16 14:51:00,0.0,10.57,10.58,10.55,12710,13428152.0,10.478
2025-04-16 14:52:00,0.0,10.57,10.58,10.56,13771,14555137.0,10.479
2025-04-16 14:53:00,0.0,10.58,10.58,10.55,13620,14401006.0,10.481
2025-04-16 14:54:00,0.0,10.56,10.59,10.56,13517,14306881.0,10.483
2025-04-16 14:55:00,0.0,10.56,10.59,10.56,12864,13610980.0,10.485
2025-04-16 14:56:00,0.0,10.59,10.6,10.58,11939,12642664.0,10.487
2025-04-16 14:57:00,0.0,10.57,10.59,10.54,13485,14247959.0,10.488
2025-04-16 14:58:00,0.0,10.57,10.57,10.57,0,0.0,10.488
2025-04-16 14:59:00,0.0,10.57,10.57,10.57,0,0.0,10.488
2025-04-16 15:00:00,0.0,10.6,10.6,10.6,21954,23271240.0,10.492
2025-04-17 09:30:00,0.0,10.6,10.6,10.6,1655,1754300.0,10.6
2025-04-17 09:31:00,0.0,10.5,10.61,10.5,13889,14673790.0,10.569
2025-04-17 09:32:00,0.0,10.54,10.54,10.49,10089,10614561.0,10.55
2025-04-17 09:33:00,0.0,10.52,10.54,10.51,6745,7102586.0,10.546
2025-04-17 09:34:00,0.0,10.54,10.55,10.52,3232,3406170.0,10.545
2025-04-17 09:35:00,0.0,10.57,10.57,10.54,2719,2869176.0,10.546
2025-04-17 09:36:00,0.0,10.54,10.58,10.54,7156,7555757.0,10.548
2025-04-17 09:37:00,0.0,10.54,10.55,10.53,7417,7821753.0,10.547
2025-04-17 09:38:00,0.0,10.56,10.57,10.55,3897,4114949.0,10.548
2025-04-17 09:39:00,0.0,10.55,10.57,10.55,1325,1399074.0,10.548
2025-04-17 09:40:00,0.0,10.54,10.56,10.54,2436,2571842.0,10.549
2025-04-17 09:41:00,0.0,10.55,10.55,10.53,7650,8057500.0,10.547
2025-04-17 09:42:00,0.0,10.53,10.55,10.53,4432,4667824.0,10.546
2025-04-17 09:43:00,0.0,10.52,10.54,10.52,5354,5639230.0,10.545
2025-04-17 09:44:00,0.0,10.54,10.54,10.51,5313,5591533.0,10.544
2025-04-17 09:45:00,0.0,10.52,10.55,10.52,2699,2843371.0,10.544
2025-04-17 09:46:00,0.0,10.49,10.52,10.49,5853,6146546.0,10.541
2025-04-17 09:47:00,0.0,10.46,10.5,10.45,7799,8164129.0,10.535
2025-04-17 09:48:00,0.0,10.46,10.47,10.45,4421,4624180.0,10.532
2025-04-17 09:49:00,0.0,10.48,10.48,10.43,7256,7585434.0,10.527
2025-04-17 09:50:00,0.0,10.46,10.47,10.45,3894,4073750.0,10.525
2025-04-17 09:51:00,0.0,10.48,10.49,10.45,12714,13293368.0,10.518
2025-04-17 09:52:00,0.0,10.49,10.5,10.47,2117,2220317.0,10.517
2025-04-17 09:53:00,0.0,10.5,10.51,10.49,2666,2799648.0,10.517
2025-04-17 09:54:00,0.0,10.49,10.5,10.49,1356,1422671.0,10.517
2025-04-17 09:55:00,0.0,10.51,10.52,10.49,5415,5686830.0,10.516
2025-04-17 09:56:00,0.0,10.5,10.52,10.5,2108,2215928.0,10.516
2025-04-17 09:57:00,0.0,10.49,10.5,10.48,2875,3015893.0,10.516
2025-04-17 09:58:00,0.0,10.5,10.5,10.48,1718,1802659.0,10.515
2025-04-17 09:59:00,0.0,10.51,10.51,10.49,2345,2462116.0,10.515
2025-04-17 10:00:00,0.0,10.53,10.53,10.5,1831,1926111.0,10.515
2025-04-17 10:01:00,0.0,10.53,10.54,10.52,1593,1676420.0,10.515
2025-04-17 10:02:00,0.0,10.53,10.53,10.52,1966,2069480.0,10.515
2025-04-17 10:03:00,0.0,10.53,10.55,10.53,2242,2362770.0,10.516
2025-04-17 10:04:00,0.0,10.54,10.55,10.53,2320,2445435.0,10.516
2025-04-17 10:05:00,0.0,10.54,10.55,10.54,1339,1411851.0,10.516
2025-04-17 10:06:00,0.0,10.55,10.55,10.54,1369,1443656.0,10.517
2025-04-17 10:07:00,0.0,10.55,10.55,10.54,832,877295.0,10.517
2025-04-17 10:08:00,0.0,10.55,10.56,10.54,2374,2504849.0,10.517
2025-04-17 10:09:00,0.0,10.55,10.56,10.54,2239,2361159.0,10.518
2025-04-17 10:10:00,0.0,10.54,10.55,10.53,1294,1364374.0,10.518
2025-04-17 10:11:00,0.0,10.57,10.57,10.55,2964,3130425.0,10.519
2025-04-17 10:12:00,0.0,10.56,10.58,10.56,3731,3942886.0,10.52
2025-04-17 10:13:00,0.0,10.58,10.58,10.56,2828,2989240.0,10.52
2025-04-17 10:14:00,0.0,10.59,10.59,10.57,2601,2752851.0,10.521
2025-04-17 10:15:00,0.0,10.59,10.59,10.58,2198,2326762.0,10.522
2025-04-17 10:16:00,0.0,10.6,10.6,10.58,2046,2168183.0,10.523
2025-04-17 10:17:00,0.0,10.6,10.6,10.59,2946,3122260.0,10.524
2025-04-17 10:18:00,0.0,10.6,10.63,10.6,7888,8370427.0,10.528
2025-04-17 10:19:00,0.0,10.61,10.62,10.61,3278,3480493.0,10.529
2025-04-17 10:20:00,0.0,10.62,10.62,10.61,2437,2586237.0,10.53
2025-04-17 10:21:00,0.0,10.59,10.61,10.59,1892,2007112.0,10.531
2025-04-17 10:22:00,0.0,10.59,10.6,10.59,2270,2406387.0,10.532
2025-04-17 10:23:00,0.0,10.59,10.6,10.57,2263,2396107.0,10.532
2025-04-17 10:24:00,0.0,10.59,10.6,10.57,2134,2259631.0,10.533
2025-04-17 10:25:00,0.0,10.59,10.6,10.58,5055,5357361.0,10.534
2025-04-17 10:26:00,0.0,10.61,10.61,10.59,2521,2673176.0,10.535
2025-04-17 10:27:00,0.0,10.6,10.61,10.59,2443,2589719.0,10.536
2025-04-17 10:28:00,0.0,10.61,10.62,10.6,4526,4802285.0,10.537
2025-04-17 10:29:00,0.0,10.61,10.62,10.6,3176,3368779.0,10.538
2025-04-17 10:30:00,0.0,10.62,10.62,10.61,3666,3892977.0,10.54
2025-04-17 10:31:00,0.0,10.6,10.63,10.6,3810,4045074.0,10.541
2025-04-17 10:32:00,0.0,10.62,10.62,10.61,1895,2011846.0,10.542
2025-04-17 10:33:00,0.0,10.61,10.62,10.61,3040,3228843.0,10.543
2025-04-17 10:34:00,0.0,10.61,10.63,10.61,3043,3232065.0,10.544
2025-04-17 10:35:00,0.0,10.62,10.63,10.61,2508,2664040.0,10.544
2025-04-17 10:36:00,0.0,10.64,10.64,10.62,2889,3071360.0,10.545
2025-04-17 10:37:00,0.0,10.63,10.65,10.63,5407,5754701.0,10.547
2025-04-17 10:38:00,0.0,10.65,10.65,10.64,2965,3156393.0,10.549
2025-04-17 10:39:00,0.0,10.65,10.65,10.64,2679,2851833.0,10.55
2025-04-17 10:40:00,0.0,10.64,10.65,10.63,3268,3477183.0,10.551
2025-04-17 10:41:00,0.0,10.62,10.64,10.62,2462,2617783.0,10.551
2025-04-17 10:42:00,0.0,10.61,10.63,10.61,2204,2340129.0,10.552
2025-04-17 10:43:00,0.0,10.61,10.63,10.61,1602,1701255.0,10.552
2025-04-17 10:44:00,0.0,10.62,10.63,10.62,1218,1293982.0,10.553
2025-04-17 10:45:00,0.0,10.62,10.62,10.61,871,924772.0,10.553
2025-04-17 10:46:00,0.0,10.61,10.62,10.61,1068,1133672.0,10.553
2025-04-17 10:47:00,0.0,10.61,10.62,10.61,1621,1721222.0,10.554
2025-04-17 10:48:00,0.0,10.61,10.62,10.61,782,830236.0,10.554
2025-04-17 10:49:00,0.0,10.61,10.62,10.6,1045,1109348.0,10.554
2025-04-17 10:50:00,0.0,10.62,10.62,10.6,1138,1208127.0,10.554
2025-04-17 10:51:00,0.0,10.61,10.62,10.61,1159,1230467.0,10.554
2025-04-17 10:52:00,0.0,10.61,10.62,10.6,1249,1325489.0,10.555
